DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0.0651368,0.091451514,0.657466507,0.460548784,0.222560762,0.409541952,0.630877005,0.20642753,0.537196007,0.136129571,0.055670173,0.662808551,0.368053007,0.627944455,0.412178221,0.412976317,0.548354562,0.214969637,0.600279429,0.610506621,0.074275662,0.485253062,0.472514793,0.21952753,0.213709375,0.351474449,0.652727246,0.522451798,0.604790274,0.489973015,0.378777017,0.36268454,0.445031108,0.769517924,0.478076698,0.717202618,0.687810531,0.311370081,0.635643128,0.362181136,0.490616284,0.338278411,0.239137795,0.149407719,0.373827737,0.303867471,0.189581215,0.197490979,0.161328972,0.310708635,0.035400976,0.307287195,0.500897948,0.718525646,0.626420671,0.571109785,0.144249448,0.299807781,0.899209201,0.198942988,0.57490764,0.433274655,0.439660032,0.725021802,0.686663673,0.483096141,0.362173237,0.629516586,0.642446016,0.102531879,0.718525646,0.517701923,0.488579724,0.339180165,0.797671394,0.167542605,0.395560785,0
0.072645697,0.112186288,0.567141125,0.566068879,0.364620727,0.274903099,0.387929799,0.360948416,0.753465771,0.265607973,0.057371438,0.548361056,0.326109862,0.478398229,0.547447284,0.604738477,0.632295355,0.230725362,0.583721125,0.699188902,0.052941526,0.395050998,0.146303552,0.510448222,0.378129334,0.37505316,0.520127205,0.396447531,0.607505944,0.190581232,0.356285891,0.63415075,0.711749059,0.588605619,0.372882283,0.739775214,0.46639009,0.33319529,0.517490679,0.206248291,0.305676262,0.317978801,0.213922329,0.362260565,0.488072935,0.222209629,0.202162996,0.120143032,0.342475183,0.274905657,0.056036353,0.313216758,0.627437712,0.687213453,0.433170913,0.537249118,0.156655672,0.200061991,0.677253455,0.154257816,0.418337725,0.346102093,0.269966819,0.676553157,0.388245526,0.370101834,0.281304264,0.480746845,0.218596613,0.201389565,0.687213453,0.243841749,0.330812747,0.122990767,0.259767609,0.174652213,0.246569805,0
0.070713734,0.112724601,0.541259498,0.556719379,0.364619158,0.256620553,0.371518414,0.36069701,0.821054844,0.175889543,0.05871667,0.527676342,0.251781797,0.474846525,0.529608299,0.594967176,0.651583443,0.2427634,0.536880911,0.666404141,0.054980097,0.365364071,0.145623168,0.514053055,0.38003145,0.381265987,0.519060878,0.392835875,0.587358869,0.174172528,0.348008779,0.615096091,0.710435907,0.579754424,0.364488971,0.734486982,0.469777251,0.325698299,0.504270476,0.215616126,0.282810185,0.309586253,0.228323866,0.347313077,0.501648796,0.241213235,0.196682096,0.140083054,0.308371247,0.303976069,0.055986639,0.316783207,0.64793726,0.732181059,0.447883326,0.541802252,0.144811681,0.215997943,0.705088314,0.126561288,0.363737543,0.359065559,0.275247443,0.652367366,0.529363195,0.401237716,0.292146021,0.472711882,0.211989667,0.193813394,0.732181059,0.291340443,0.342585225,0.117119987,0.257048417,0.194204849,0.218820427,0
0.065949268,0.118139794,0.549769737,0.568325242,0.379365899,0.271656376,0.374171987,0.374973332,0.808107025,0.154649961,0.059548329,0.529061062,0.277546926,0.466744377,0.564079101,0.610169668,0.626864,0.249294239,0.558303198,0.664260506,0.055766669,0.373931023,0.153660629,0.529165042,0.38018151,0.382613039,0.518358212,0.401788333,0.60713361,0.200767405,0.357945791,0.637072055,0.734282822,0.61437177,0.365355315,0.74031817,0.505514827,0.336548806,0.567419318,0.226654127,0.312187767,0.381174991,0.233014585,0.348415562,0.522064448,0.241862816,0.199235562,0.139658757,0.31502429,0.36878737,0.055670943,0.305951588,0.662825162,0.709874083,0.528965336,0.574389244,0.159580365,0.184529649,0.697898291,0.1371253,0.383086963,0.340927076,0.269535432,0.668786545,0.422266045,0.391805406,0.278947039,0.513271161,0.197668515,0.218017603,0.709874083,0.287730036,0.332951729,0.157196556,0.231830755,0.183983157,0.209555168,0
0.061379397,0.09332125,0.500722817,0.458449967,0.269016241,0.274518807,0.36950685,0.302631687,0.514417684,1,0.052047125,0.515276059,0.227096116,0.435511033,0.410148942,0.475378007,0.592803761,0.199104149,0.531418941,0.638671954,0.052267709,0.365174269,0.172033096,0.371902384,0.278209759,0.350779453,0.506105815,0.325729305,0.549569924,0.194645,0.31297321,0.478705736,0.544105773,0.805284622,0.373336223,0.624281429,0.466186118,0.254827159,0.505751325,0.191118973,0.282090781,0.311124503,0.215243884,0.270783569,0.437527372,0.211614406,0.178888974,0.094452101,0.262304401,0.238241496,0.04840389,0.305865382,0.56515324,0.602644172,0.492098523,0.443233835,0.16324061,0.171048403,0.67555913,0.125188016,0.455049191,0.192580887,0.289794079,0.635295663,0.352077897,0.295091085,0.265003007,0.455885483,0.316232587,0.215891264,0.602644172,0.30653404,0.317937046,0.126919044,0.362437097,0.30157036,0.257478986,0
0.067101626,0.096244024,0.501011831,0.465190371,0.272023394,0.264538062,0.374024724,0.305859958,0.578463512,0.195192308,0.054470886,0.498653845,0.213068025,0.460579111,0.437047572,0.473451261,0.585129903,0.211505006,0.525575192,0.639521345,0.05239586,0.370156567,0.168499479,0.372260468,0.285662515,0.350441061,0.501044381,0.325281039,0.552108967,0.17164524,0.323163292,0.482732166,0.552846707,0.579589983,0.397102927,0.616306919,0.479949479,0.310674452,0.652510038,0.202552013,0.263338317,0.277073832,0.228064855,0.268299614,0.453437207,0.220181669,0.172329636,0.093153623,0.256569201,0.260962343,0.046307091,0.312188007,0.557548951,0.606548962,0.487575918,0.467221888,0.15849068,0.016484333,0.656467848,0.112959682,0.465073355,0.208865459,0.273456514,0.610084942,0.392952389,0.306400508,0.257712479,0.473113405,0.229776659,0.216008655,0.606548962,0.295642939,0.306381071,0.119490911,0.267266607,0.212939531,0.215715031,0
0.059604317,0.092601005,0.4711303,0.446164569,0.275699896,0.257873033,0.377524453,0.304861666,0.50434241,0.136275486,0.052003055,0.488244983,0.214661796,0.427311231,0.412651473,0.463106788,0.561331107,0.201751695,0.493394433,0.631615097,0.049213893,0.400566778,0.17673417,0.360403378,0.27995479,0.345746939,0.482610993,0.328843027,0.524229425,0.160610566,0.311687657,0.458176958,0.526084941,0.570732596,0.334876445,0.584707922,0.494950685,0.280540274,0.694507924,0.199762708,0.278500273,0.291929716,0.207036862,0.25257486,0.480721242,0.230847092,0.169932264,0.125410189,0.248851179,0.302933808,0.050470522,0.305268389,0.592125913,0.600664545,0.441924006,0.49372734,0.165966694,0.162561672,0.696782479,0.125548469,0.448670039,0.235897076,0.300090255,0.636561574,0.338103849,0.29861924,0.254841223,0.468497752,0.247126058,0.238455159,0.600664545,0.33429945,0.29922729,0.105868463,0.259332477,0.228255897,0.214509738,0
0.050066353,0.07808011,0.421155715,0.394444072,0.214932801,0.264058823,0.384206245,0.239635215,0.412716248,0.641846274,0.049780771,0.466800321,0.245527162,0.436484957,0.353132421,0.394240455,0.700095135,0.172879569,0.508081755,0.593896511,0.052904357,0.385740498,0.178113838,0.300841452,0.193470634,0.322264498,0.468245293,0.294500277,0.482345804,0.209791773,0.279427909,0.354775875,0.470325184,0.537668524,0.392772633,0.621112514,0.503887519,0.282717104,0.508067763,0.20749429,0.273959726,0.28715905,0.222317841,0.170552506,0.358342446,0.180705497,0.145488496,0.074034155,0.192263762,0.17747539,0.05034685,0.300869799,0.519156398,0.560536921,0.431686476,0.391303193,0.13027788,0.147344522,0.568569637,0.081518543,0.456300391,0.157989532,0.212585934,0.576583733,0.317875511,0.248682013,0.181841366,0.398158434,0.269366137,0.246895554,0.560536921,0.18037946,0.267917524,0.152467896,0.353579388,0.311908816,0.212596536,0
0.055048805,0.078651343,0.445011583,0.385041681,0.224247351,0.264856168,0.37069539,0.257123173,0.464146022,0.229704682,0.050488909,0.475936067,0.252213173,0.429392639,0.289536767,0.409330572,0.53921605,0.188549635,0.509783977,0.629452679,0.050991151,0.407788482,0.204002131,0.304590754,0.224636669,0.322494531,0.493323883,0.303930453,0.475107267,0.232921764,0.28816996,0.35419035,0.480539888,0.580743115,0.404685478,0.580687704,0.506629093,0.28634215,0.56586337,0.210808209,0.353702622,0.285674103,0.255933473,0.182394541,0.351353039,0.221280712,0.139243222,0.069518107,0.199979836,0.193182595,0.039796319,0.299728978,0.467806768,0.613816634,0.44582613,0.410924145,0.132757129,0.195430382,0.571778309,0.081930396,0.400629393,0.219101072,0.2155291,0.562316436,0.405115783,0.274449714,0.202410189,0.45184931,0.27790516,0.254239626,0.613816634,0.362068793,0.263999693,0.12061202,0.400280075,0.235715016,0.198999885,0
0.053670643,0.07762441,0.453960771,0.380734351,0.211922939,0.260973944,0.370923389,0.24272306,0.440807889,0.1297562,0.048706648,0.472582966,0.203504317,0.43322092,0.347410549,0.403097352,0.494574459,0.171671096,0.490615767,0.632920707,0.047791489,0.366929679,0.1881601,0.297264881,0.211178531,0.308028806,0.483324695,0.293119184,0.447417641,0.19963524,0.263315465,0.362328995,0.483018582,0.573788531,0.374940241,0.553513008,0.511269208,0.277969932,0.558062464,0.190081435,0.286818286,0.296899967,0.223868298,0.202300024,0.384970451,0.227526489,0.146636225,0.094067834,0.210490202,0.27681097,0.038345294,0.307285704,0.486597326,0.578069286,0.450857289,0.433803768,0.136277348,0.209657488,0.589719341,0.095997816,0.471287141,0.197736424,0.237307982,0.589723743,0.386435237,0.289269566,0.230215588,0.523671005,0.258272554,0.242210997,0.578069286,0.2762161,0.251842107,0.115756954,0.29046419,0.250128762,0.198952866,0
0.042485182,0.06414411,0.404513828,0.332679908,0.161411492,0.259833986,0.36247688,0.207207206,0.37658443,0.2681236,0.043192728,0.471525802,0.225511472,0.425887574,0.269923282,0.351138474,0.487799215,0.151598563,0.548561035,0.576574059,0.047493941,0.363602444,0.205530521,0.25400129,0.168636853,0.288082248,0.478141791,0.288751435,0.439131554,0.209842167,0.275150045,0.289921477,0.437800156,0.776190274,0.417570059,0.577078748,0.536474573,0.288395933,0.541549176,0.183352258,0.280404907,0.269865288,0.250175714,0.182174813,0.362418266,0.214540925,0.144394296,0.07946092,0.239549326,0.175248305,0.041018188,0.310597103,0.529241348,0.615254987,0.512876119,0.4208011,0.168475282,0.137484583,0.627895626,0.072732071,0.537509618,0.22633494,0.263688086,0.603207706,0.468277593,0.313952726,0.221314864,0.458324309,0.330032144,0.379358348,0.615254987,0.231129646,0.252745076,0.151934208,0.361809784,0.286264548,0.223312143,0
0.046306936,0.064982569,0.402460205,0.304396337,0.14458474,0.255881798,0.376004824,0.19741733,0.354796872,0.169311108,0.045302975,0.440819618,0.19891342,0.422112645,0.286650833,0.348961715,0.469672231,0.14123468,0.471376413,0.563827565,0.045509909,0.360998179,0.169509886,0.238064204,0.138842674,0.288893971,0.45596685,0.254738708,0.395340827,0.192148277,0.239203424,0.264306693,0.43212543,0.558782882,0.420691016,0.528013842,0.503338313,0.268145474,0.457715468,0.191013762,0.288554046,0.285553877,0.253732325,0.201554102,0.354333414,0.240420847,0.144575223,0.095954318,0.208434569,0.181770729,0.043477018,0.307514964,0.486448471,0.680711715,0.577612616,0.46517506,0.174189699,0.18925388,0.558427537,0.083302174,0.52045597,0.294732423,0.268485717,0.592486306,0.499562829,0.316854524,0.227331788,0.458085834,0.362543083,0.34585251,0.680711715,0.445212651,0.250533759,0.160350288,0.402960791,0.319334502,0.231026645,0
0.049611337,0.066862226,0.472591267,0.336746813,0.175822228,0.26311342,0.396329316,0.209664414,0.37741691,0.123169821,0.047112825,0.474582128,0.182752582,0.414683774,0.278138408,0.349362972,0.459642253,0.153090237,0.486230916,0.585587271,0.049344258,0.428308038,0.205172628,0.257458161,0.163998733,0.288861489,0.474688449,0.290781122,0.418005114,0.211702378,0.263688067,0.282626681,0.449886764,0.59753861,0.416536877,0.552521543,0.517264834,0.289170581,0.476961182,0.189898613,0.335453507,0.300425377,0.259099765,0.196396662,0.372119077,0.243428947,0.144300164,0.103925026,0.193308956,0.21889914,0.040942938,0.319242832,0.51901701,0.68275681,0.480925983,0.495651873,0.166733022,0.231530419,0.542362542,0.082506428,0.538295884,0.275366195,0.263021494,0.583733684,0.576051787,0.336642168,0.239720906,0.610375493,0.320903575,0.325120244,0.68275681,0.29408993,0.342122969,0.1586644,0.474207172,0.280286418,0.211769443,0
0.04206849,0.046854641,0.390968174,0.27648827,0.116001094,0.342371241,0.477680094,0.141045948,0.336509034,0.20410187,0.040663044,0.431366849,0.243992165,0.44209898,0.263156124,0.306300019,0.406504308,0.10830936,0.509331232,0.609873949,0.055809278,0.359061227,0.222683167,0.20945845,0.090798422,0.250817092,0.473551748,0.279820148,0.350671616,0.289691502,0.239400546,0.182239528,0.381817738,0.65072839,0.483208571,0.586885459,0.595632319,0.283135286,0.544697029,0.244712233,0.392107699,0.310088633,0.274498009,0.10927666,0.310448737,0.260345722,0.141390726,0.065231563,0.167441132,0.158912343,0.031135633,0.318921871,0.42041384,0.591334421,0.540917189,0.353614504,0.146043781,0.201122949,0.460607697,0.068858991,0.573350839,0.291469626,0.277984052,0.56008897,0.540815329,0.311056288,0.252922626,0.672917518,0.472368918,0.401344959,0.591334421,0.222052286,0.227596415,0.208259935,0.448278753,0.318622695,0.206191469,0
0.038761249,0.046375565,0.378571083,0.274778713,0.121631581,0.279585062,0.41908358,0.131124065,0.385863087,0.15987767,0.040413593,0.492323457,0.160254688,0.448410257,0.277792931,0.301802409,0.410861963,0.11248525,0.477389246,0.633128369,0.056557959,0.380351584,0.242627385,0.205861639,0.083179568,0.248169986,0.4399292,0.234171496,0.342766349,0.227851541,0.273791492,0.180752681,0.393898321,0.704963556,0.491085878,0.575866249,0.549437716,0.327203447,0.487189609,0.237556379,0.414510571,0.323263415,0.299590952,0.168629804,0.293106534,0.273393504,0.137070736,0.078506872,0.177396496,0.154065604,0.030889203,0.333332861,0.407953037,0.649582814,0.556566741,0.452388536,0.157033853,0.193839428,0.461391552,0.064562541,0.576597441,0.357166882,0.291272296,0.557527042,0.657891694,0.334437356,0.254755082,0.755875142,0.408012504,0.31608528,0.649582814,0.611861943,0.301331499,0.166801961,0.474940691,0.330558555,0.190447089,0
0.043493096,0.052147126,0.421236607,0.277230128,0.115644253,0.295898991,0.406272373,0.150147749,0.328703143,0.124390202,0.042355071,0.416806893,0.171633509,0.429386759,0.249837511,0.293735488,0.40548282,0.119556715,0.467890329,0.617513201,0.047750681,0.391889138,0.234532888,0.194592925,0.101149264,0.246845637,0.472548935,0.283136472,0.353024766,0.232701304,0.259374952,0.171730973,0.38671712,0.63054414,0.495254642,0.592635568,0.560091714,0.332797016,0.492594562,0.211830921,0.41607815,0.411290696,0.290158342,0.154117085,0.311877533,0.289532841,0.130997691,0.083560166,0.193193129,0.19545241,0.037522292,0.325187693,0.455874708,0.740107412,0.435031972,0.471815692,0.170002238,0.26019771,0.491468228,0.056179378,0.558872022,0.397200371,0.279027594,0.569687054,0.713737325,0.340538314,0.249927034,0.661189298,0.393972296,0.337069812,0.740107412,0.448932298,0.320236786,0.201639482,0.573523654,0.351469111,0.202353231,0
0.070680588,0.112281742,0.615142322,0.631084737,0.418713656,0.365803104,0.51241743,0.30098861,0.717104239,0.162180106,0.059854924,0.673621401,0.392599059,0.595898251,0.57063555,0.580727499,0.699347892,0.269135552,0.681520594,0.701932421,0.063681693,0.418260721,0.304845765,0.461476393,0.533410157,0.454340022,0.622162042,0.633015111,0.777781105,0.385659631,0.395738059,0.78164079,0.622958834,0.602717707,0.289561581,0.745676751,0.517322397,0.380843103,0.554267645,0.256992832,0.353160954,0.374242017,0.240217575,0.356769824,0.495195718,0.222220782,0.276442856,0.182997216,0.31170553,0.228083853,0.014582346,0.28946867,0.600107566,0.708096843,0.532749936,0.723700626,0.112220841,0.069458094,0.467498421,0.090113491,0.348671662,0.306407389,0.39406766,0.772370326,0.306541114,0.437279164,0.291637929,0.215714232,0.190051934,0.117414842,0.708096843,0.104274954,0.517246563,0.070905196,0.21746741,0.21372491,0.411307898,0
0.07058543,0.113581547,0.645073557,0.662120247,0.484516015,0.375455223,0.529189712,0.315477379,0.806795792,0.163185591,0.070629396,0.705097314,0.412059676,0.627062011,0.628026354,0.615500575,0.682722008,0.292591566,0.656233247,0.732608007,0.066555489,0.456143854,0.345439193,0.467231332,0.555755886,0.454690702,0.655983345,0.638401463,0.794804582,0.397230773,0.413850144,0.795614862,0.658119175,0.575046562,0.291963621,0.792532176,0.532272496,0.400635118,0.544760689,0.270960193,0.374415346,0.393730506,0.238101443,0.340894378,0.486317411,0.17792324,0.251124298,0.170618411,0.294624679,0.227575402,0.014466697,0.281518228,0.576134262,0.68276469,0.501503247,0.683523574,0.091421029,0.062007492,0.432140964,0.082291648,0.352546288,0.252755666,0.331506329,0.751187842,0.289892551,0.377964193,0.286243501,0.202036018,0.156650977,0.097643422,0.68276469,0.080467781,0.437680486,0.057624289,0.107412768,0.189701778,0.385003245,0
0.059715979,0.122155597,0.635038897,0.629109978,0.416856395,0.36513598,0.512256413,0.310159466,0.785457468,0.214507913,0.062230411,0.685642127,0.379859057,0.599906583,0.584575251,0.573952129,0.705392042,0.293381598,0.665224809,0.715055403,0.080852885,0.474239395,0.28155266,0.43106116,0.522216705,0.45603566,0.631845371,0.604999374,0.757571162,0.384042085,0.413533797,0.731111057,0.634479385,0.589127687,0.292850751,0.772365032,0.509694624,0.381308959,0.542097628,0.258051485,0.362347437,0.375810227,0.22503275,0.316210513,0.449120973,0.164958788,0.254568903,0.143605568,0.296321429,0.245491501,0.013749441,0.276804856,0.557357967,0.616059372,0.450628565,0.654405066,0.092119322,0.018971422,0.374623963,0.084716746,0.286099666,0.201066886,0.276017852,0.690155181,0.290221283,0.388088452,0.253866264,0.206395825,0.154312002,0.063422623,0.616059372,0.08120401,0.421759945,0.04169955,0.185845328,0.162688123,0.360194759,0
0.049511376,0.096076502,0.556310426,0.539988286,0.372621948,0.372843058,0.514567496,0.252154192,0.579770744,0.147959378,0.04605805,0.696575652,0.350257788,0.581435866,0.494092278,0.474283324,0.581975134,0.255443187,0.634028115,0.665959694,0.0849784,0.486921433,0.301296953,0.330681659,0.446417286,0.425666442,0.569628213,0.527946116,0.713602199,0.501491042,0.322979502,0.617454948,0.475039318,0.524420151,0.263518521,0.636103862,0.515720154,0.307888125,0.484347581,0.210846134,0.288966464,0.302228928,0.22708264,0.340402437,0.480440107,0.256399221,0.237519223,0.164190192,0.273145025,0.20097406,0.010193549,0.291761643,0.60439957,0.707528649,0.5696705,0.675153454,0.095682338,0.126456389,0.440635804,0.073380327,0.330208138,0.252525024,0.39653613,0.811075305,0.327421449,0.461524401,0.298288562,0.171421271,0.177486422,0.124935879,0.707528649,0.131129457,0.51739744,0.055897581,0.150956627,0.23723337,0.452000284,0
0.044843198,0.090327783,0.503272081,0.493515357,0.356769426,0.344969731,0.455482804,0.233357292,0.535083328,0.150285084,0.051254835,0.623777028,0.309362868,0.541558839,0.452682863,0.454073254,0.58988766,0.246137051,0.588634398,0.640328428,0.062039308,0.406980903,0.250189894,0.303401227,0.418108354,0.415394431,0.576260267,0.490827969,0.673061168,0.382231434,0.294256641,0.556920467,0.457135925,0.482848096,0.227980845,0.595539344,0.489299261,0.264342288,0.460418621,0.187601946,0.234663963,0.27162007,0.202967467,0.337771692,0.470287518,0.242677888,0.239369959,0.161261458,0.263710429,0.211553129,0.008945049,0.289027458,0.590618374,0.670064568,0.50853138,0.696051962,0.089019785,0.103680179,0.418050547,0.075730223,0.312920648,0.250575746,0.365332482,0.771700528,0.313735482,0.433983429,0.320025066,0.245248638,0.175347806,0.152883119,0.670064568,0.094834845,0.494375173,0.067362497,0.130469864,0.297659118,0.43532687,0
0.048425228,0.093343686,0.509209814,0.530962927,0.354501422,0.353674536,0.476662883,0.246325116,0.626690068,0.452346891,0.045638858,0.624645316,0.338366387,0.569153581,0.424377756,0.457972831,0.589323396,0.263509407,0.594817623,0.662533283,0.061356718,0.449156288,0.241741209,0.314847371,0.430393707,0.400484461,0.593633119,0.545427125,0.688068626,0.40023084,0.269387972,0.594327494,0.47889615,0.533461315,0.237723258,0.648606071,0.490681195,0.291899714,0.453152954,0.196656402,0.277403252,0.284209784,0.204762008,0.279142454,0.474955443,0.205697216,0.236478669,0.119245984,0.240459161,0.207800776,0.007437134,0.279964865,0.527702206,0.629046312,0.491609512,0.615454236,0.079428905,0.083032104,0.431872331,0.07762541,0.32786928,0.231658342,0.338891389,0.749236686,0.295228005,0.425879867,0.301312688,0.231856809,0.173978638,0.094714247,0.629046312,0.093928228,0.407404572,0.047488073,0.186743493,0.193344482,0.440459228,0
0.032431207,0.093542193,0.478342411,0.521328403,0.331034243,0.391357534,0.525463727,0.220993855,0.612191024,0.157995262,0.040770163,0.63360875,0.330030975,0.596930804,0.438474217,0.413679925,0.577326809,0.254802815,0.640534996,0.66740045,0.073483222,0.498920841,0.290095487,0.277384756,0.393678678,0.413308292,0.637049574,0.524545331,0.704241099,0.464266697,0.233544615,0.559017564,0.449964804,0.509456972,0.244295012,0.594756401,0.526909566,0.271792913,0.452922845,0.217946034,0.26957342,0.260117921,0.238514081,0.244787255,0.482763211,0.304517175,0.245205236,0.152634794,0.24319249,0.204214032,0.007932979,0.300276279,0.599088394,0.673925377,0.511793064,0.609100827,0.104409126,0.155887022,0.41660719,0.063799263,0.371122972,0.192247701,0.394128675,0.77195444,0.343993303,0.430491996,0.347492378,0.231092006,0.273687207,0.162951454,0.673925377,0.167873348,0.479108237,0.086116981,0.122182824,0.297783806,0.479412391,0
0.026829813,0.077847668,0.450271987,0.465106768,0.317453032,0.389827315,0.492561975,0.194164316,0.516543882,0.170028783,0.046538605,0.614631314,0.251023742,0.560030905,0.390675644,0.392113697,0.546607381,0.230439132,0.579369415,0.605685496,0.069733174,0.414999722,0.292636247,0.246656376,0.335819643,0.396457905,0.586580051,0.458324046,0.690551356,0.396660539,0.212436437,0.458005316,0.396622869,0.457703649,0.22344014,0.577919432,0.480366448,0.237087224,0.435660059,0.195287883,0.234332998,0.213846654,0.217096327,0.241261516,0.502476039,0.302751708,0.235601638,0.158036658,0.257584684,0.180767442,0.008333999,0.292988279,0.61186216,0.664228024,0.503885535,0.596394425,0.106549332,0.175465559,0.421818924,0.068798288,0.381723572,0.219945018,0.358566871,0.784222696,0.329243607,0.469548511,0.361107655,0.231400109,0.203820791,0.1883553,0.664228024,0.115198059,0.537096711,0.09385096,0.197607807,0.269962425,0.473081162,0
0.028041558,0.074975709,0.49620717,0.478266546,0.306716487,0.384177869,0.491093409,0.205395315,0.559248393,0.458311464,0.040765504,0.607059853,0.297430818,0.5597982,0.408367994,0.379238816,0.550319137,0.243689751,0.580760984,0.643070432,0.06863453,0.467061118,0.287388305,0.25313982,0.328809501,0.400527895,0.578067553,0.614395355,0.658681817,0.410117667,0.282418772,0.467199941,0.413703793,0.492312851,0.204334473,0.57663859,0.477102421,0.25129769,0.458081491,0.167858285,0.22746889,0.23136513,0.194818947,0.22974045,0.476528904,0.254007334,0.232984644,0.145565892,0.233250189,0.175113773,0.003854402,0.288703537,0.55032772,0.560611658,0.501784718,0.564619106,0.087635378,0.148851512,0.391229854,0.056639982,0.339221344,0.192164733,0.336706954,0.706669089,0.231295024,0.43839937,0.324189726,0.247326926,0.177487243,0.082988219,0.560611658,0.078023251,0.40504546,0.090798874,0.151929001,0.256683031,0.434310302,0
0.045159505,0.083266379,0.477432763,0.50176159,0.277854379,0.41219875,0.558403084,0.200345141,0.604932054,0.173493807,0.040259569,0.64648891,0.350915963,0.670094834,0.418501957,0.387299209,0.538343092,0.248721976,0.635410242,0.645582264,0.07856084,0.512260447,0.361321395,0.255607758,0.340464239,0.399361522,0.63771048,0.574898361,0.707537478,0.543857244,0.257641098,0.46879839,0.39899156,0.57232326,0.275129419,0.615822528,0.579077061,0.24815379,0.467826428,0.203340886,0.317509256,0.283068854,0.233889216,0.1940853,0.396331962,0.354968727,0.219119718,0.123437179,0.214173727,0.16172989,0.006059473,0.319349312,0.620546047,0.613751373,0.441839373,0.543316547,0.061362008,0.190371141,0.384113969,0.043091857,0.381429927,0.256041938,0.379659061,0.748612524,0.386039126,0.534823729,0.349932677,0.219159681,0.320133761,0.307593156,0.613751373,0.137466266,0.427527106,0.073835211,0.263959372,0.352029332,0.484773332,0
0.030363616,0.078304511,0.469530139,0.475244318,0.295553021,0.380553733,0.53714672,0.194888275,0.718622353,0.178560641,0.046315419,0.647164631,0.276840137,0.623536906,0.401346261,0.362659662,0.529163392,0.235146457,0.618278785,0.63860221,0.076541503,0.468121903,0.370165472,0.224818541,0.329667494,0.393232378,0.611151701,0.519566195,0.677318671,0.520299817,0.232358373,0.438297638,0.383805342,0.47564953,0.245541665,0.614009731,0.550765126,0.264289165,0.431561273,0.173948507,0.252363657,0.218932862,0.235685329,0.202849384,0.4201379,0.310799244,0.240030833,0.139700846,0.211039765,0.181148877,0.009141429,0.310597887,0.566351577,0.654328647,0.48938612,0.541706565,0.073108973,0.177050726,0.396686582,0.054757779,0.367699118,0.212932066,0.377198252,0.744043005,0.417171794,0.492037564,0.339101895,0.24605607,0.197362147,0.211626156,0.654328647,0.154803534,0.433931648,0.109778643,0.272065758,0.299576866,0.474103491,0
0.038025982,0.078262606,0.475539541,0.466035107,0.283301686,0.406961982,0.534545707,0.199005658,0.61597092,0.265329768,0.042384944,0.66475241,0.300642821,0.626959117,0.401912449,0.376191967,0.54599646,0.246920694,0.620241255,0.616455499,0.067301207,0.552063153,0.42168258,0.231862765,0.328906635,0.394889539,0.602553153,0.534216608,0.671304857,0.500406172,0.220501255,0.442221625,0.398725238,0.484822932,0.225353073,0.566807767,0.541948459,0.248492245,0.453398291,0.209074696,0.254963733,0.214596327,0.222074339,0.156404768,0.416459032,0.279577018,0.222075295,0.109595199,0.214642443,0.181214323,0.008530662,0.297411432,0.484771789,0.559259584,0.452830977,0.447282075,0.06340683,0.117689939,0.389144988,0.031527173,0.33329365,0.213882225,0.370735048,0.702071787,0.267722106,0.50828116,0.311092735,0.252207504,0.198676162,0.186868761,0.559259584,0.2144307,0.407789377,0.075188316,0.192239295,0.341841401,0.462119711,0
